date,origin,destination,vessel_class,freight_rate,congestion,weather_alert,geopolitics_index,fuel_cost
2026-08-15,MBOZ,PRDP,capesize,7.11,18,False,35.45729726912189,601.182972930123
2026-08-16,MBOZ,PRDP,capesize,7.08,18,False,39.52930560551911,598.587394293051
2026-08-17,MBOZ,PRDP,capesize,7.11,22,True,35.940601628836156,597.1322958016715
2026-08-18,MBOZ,PRDP,capesize,7.13,21,False,39.61956083851001,596.2747820959687
2026-08-19,MBOZ,PRDP,capesize,7.15,18,False,38.216767887552535,603.0999230230308
2026-08-20,MBOZ,PRDP,capesize,7.12,22,False,36.37628346077054,594.5729001773104
2026-08-21,MBOZ,PRDP,capesize,7.13,17,False,39.565329408690495,602.2016686875464
2026-08-22,MBOZ,PRDP,capesize,7.1,21,False,40.116570986457056,602.1285920783046
2026-08-23,MBOZ,PRDP,capesize,7.1,16,False,38.24204788403343,601.9466955334798
2026-08-24,MBOZ,PRDP,capesize,7.06,21,True,38.407338400425516,596.284182771368
2026-08-25,MBOZ,PRDP,capesize,7.09,20,False,34.066401670102444,594.7820821182446
2026-08-26,MBOZ,PRDP,capesize,7.13,18,True,39.20702121337911,597.2191833483654
2026-08-27,MBOZ,PRDP,capesize,7.1,17,False,41.21435249410476,594.4580397001871
2026-08-28,MBOZ,PRDP,capesize,7.11,18,False,38.907919358722076,590.8985661791227
2026-07-24,MBOZ,PRDP,handysize,14.07,22,False,39.31324443784889,593.8635192052556
2026-07-25,MBOZ,PRDP,handysize,14.16,18,False,40.732886618161736,594.0985116216818
2026-07-26,MBOZ,PRDP,handysize,14.12,19,False,36.48205787075904,604.1320275303412
2026-07-27,MBOZ,PRDP,handysize,14.15,18,False,40.65949224626191,590.5494021903468
2026-07-28,MBOZ,PRDP,handysize,14.21,15,False,37.85952393262311,601.2855648948844
2026-07-29,MBOZ,PRDP,handysize,14.06,17,False,41.91411370325671,598.5653992424559
2026-07-30,MBOZ,PRDP,handysize,14.13,22,False,40.27281983280598,594.723535194014
2026-07-31,MBOZ,PRDP,handysize,14.16,19,False,35.96785960973265,592.4016250797421
2026-08-01,MBOZ,PRDP,handysize,14.0,15,False,35.702162176300114,591.3760152049913
2026-08-02,MBOZ,PRDP,handysize,14.17,18,False,39.86510348541193,597.1680706402101
2026-08-03,MBOZ,PRDP,handysize,14.19,20,False,34.74127847596774,597.9523549850487
2026-08-04,MBOZ,PRDP,handysize,14.14,20,False,34.77559201933879,604.0454070578761
2026-08-05,MBOZ,PRDP,handysize,14.17,15,False,39.81402234323106,604.1948689606772
2026-08-06,MBOZ,PRDP,handysize,14.02,20,False,38.82284764281512,590.0367373357907
2026-08-07,MBOZ,PRDP,handysize,14.1,22,False,39.79078100671377,596.287682212372
2026-08-08,MBOZ,PRDP,handysize,14.06,15,False,36.07806704663074,590.3575494999792
2026-08-09,MBOZ,PRDP,handysize,14.23,19,False,36.630832894832466,604.4024563972238
2026-08-10,MBOZ,PRDP,handysize,14.12,21,False,40.452734167259926,591.6107306566809
2026-08-11,MBOZ,PRDP,handysize,14.1,18,False,36.798747389335006,597.0079096362315
2026-08-12,MBOZ,PRDP,handysize,14.15,21,True,35.90082503443543,592.6110329165961
2026-08-13,MBOZ,PRDP,handysize,14.04,17,False,39.29879484114047,593.3030603301106
2026-08-14,MBOZ,PRDP,handysize,14.2,15,False,40.931551384722454,597.3850697639795
2026-08-15,MBOZ,PRDP,handysize,14.14,18,False,35.45729726912189,601.182972930123
2026-08-16,MBOZ,PRDP,handysize,14.11,18,False,39.52930560551911,598.587394293051
2026-08-17,MBOZ,PRDP,handysize,14.15,22,True,35.940601628836156,597.1322958016715
2026-08-18,MBOZ,PRDP,handysize,14.19,21,False,39.61956083851001,596.2747820959687
2026-08-19,MBOZ,PRDP,handysize,14.22,18,False,38.216767887552535,603.0999230230308
2026-08-20,MBOZ,PRDP,handysize,14.16,22,False,36.37628346077054,594.5729001773104
2026-08-21,MBOZ,PRDP,handysize,14.2,17,False,39.565329408690495,602.2016686875464
2026-08-22,MBOZ,PRDP,handysize,14.13,21,False,40.116570986457056,602.1285920783046
2026-08-23,MBOZ,PRDP,handysize,14.13,16,False,38.24204788403343,601.9466955334798
2026-08-24,MBOZ,PRDP,handysize,14.06,21,True,38.407338400425516,596.284182771368
2026-08-25,MBOZ,PRDP,handysize,14.11,20,False,34.066401670102444,594.7820821182446
2026-08-26,MBOZ,PRDP,handysize,14.19,18,True,39.20702121337911,597.2191833483654
2026-08-27,MBOZ,PRDP,handysize,14.12,17,False,41.21435249410476,594.4580397001871
2026-08-28,MBOZ,PRDP,handysize,14.15,18,False,38.907919358722076,590.8985661791227
2026-07-24,MBOZ,PRDP,panamax,9.46,22,False,39.31324443784889,593.8635192052556
2026-07-25,MBOZ,PRDP,panamax,9.53,18,False,40.732886618161736,594.0985116216818
2026-07-26,MBOZ,PRDP,panamax,9.5,19,False,36.48205787075904,604.1320275303412
2026-07-27,MBOZ,PRDP,panamax,9.52,18,False,40.65949224626191,590.5494021903468
2026-07-28,MBOZ,PRDP,panamax,9.56,15,False,37.85952393262311,601.2855648948844
2026-07-29,MBOZ,PRDP,panamax,9.46,17,False,41.91411370325671,598.5653992424559
2026-07-30,MBOZ,PRDP,panamax,9.51,22,False,40.27281983280598,594.723535194014
2026-07-31,MBOZ,PRDP,panamax,9.53,19,False,35.96785960973265,592.4016250797421
2026-08-01,MBOZ,PRDP,panamax,9.42,15,False,35.702162176300114,591.3760152049913
2026-08-02,MBOZ,PRDP,panamax,9.53,18,False,39.86510348541193,597.1680706402101
2026-08-03,MBOZ,PRDP,panamax,9.54,20,False,34.74127847596774,597.9523549850487
2026-08-04,MBOZ,PRDP,panamax,9.51,20,False,34.77559201933879,604.0454070578761
2026-08-05,MBOZ,PRDP,panamax,9.53,15,False,39.81402234323106,604.1948689606772
2026-08-06,MBOZ,PRDP,panamax,9.43,20,False,38.82284764281512,590.0367373357907
2026-08-07,MBOZ,PRDP,panamax,9.49,22,False,39.79078100671377,596.287682212372
2026-08-08,MBOZ,PRDP,panamax,9.46,15,False,36.07806704663074,590.3575494999792
2026-08-09,MBOZ,PRDP,panamax,9.57,19,False,36.630832894832466,604.4024563972238
2026-08-10,MBOZ,PRDP,panamax,9.5,21,False,40.452734167259926,591.6107306566809
2026-08-11,MBOZ,PRDP,panamax,9.48,18,False,36.798747389335006,597.0079096362315
2026-08-12,MBOZ,PRDP,panamax,9.53,21,True,35.90082503443543,592.6110329165961
2026-08-13,MBOZ,PRDP,panamax,9.44,17,False,39.29879484114047,593.3030603301106
2026-08-14,MBOZ,PRDP,panamax,9.55,15,False,40.931551384722454,597.3850697639795
2026-08-15,MBOZ,PRDP,panamax,9.52,18,False,35.45729726912189,601.182972930123
2026-08-16,MBOZ,PRDP,panamax,9.49,18,False,39.52930560551911,598.587394293051
2026-08-17,MBOZ,PRDP,panamax,9.52,22,True,35.940601628836156,597.1322958016715
2026-08-18,MBOZ,PRDP,panamax,9.55,21,False,39.61956083851001,596.2747820959687
2026-08-19,MBOZ,PRDP,panamax,9.57,18,False,38.216767887552535,603.0999230230308
2026-08-20,MBOZ,PRDP,panamax,9.53,22,False,36.37628346077054,594.5729001773104
2026-08-21,MBOZ,PRDP,panamax,9.55,17,False,39.565329408690495,602.2016686875464
2026-08-22,MBOZ,PRDP,panamax,9.5,21,False,40.116570986457056,602.1285920783046
2026-08-23,MBOZ,PRDP,panamax,9.5,16,False,38.24204788403343,601.9466955334798
2026-08-24,MBOZ,PRDP,panamax,9.45,21,True,38.407338400425516,596.284182771368
2026-08-25,MBOZ,PRDP,panamax,9.49,20,False,34.066401670102444,594.7820821182446
2026-08-26,MBOZ,PRDP,panamax,9.55,18,True,39.20702121337911,597.2191833483654
2026-08-27,MBOZ,PRDP,panamax,9.5,17,False,41.21435249410476,594.4580397001871
2026-08-28,MBOZ,PRDP,panamax,9.52,18,False,38.907919358722076,590.8985661791227
2026-07-24,MBOZ,PRDP,supramax,10.34,22,False,39.31324443784889,593.8635192052556
2026-07-25,MBOZ,PRDP,supramax,10.4,18,False,40.732886618161736,594.0985116216818
2026-07-26,MBOZ,PRDP,supramax,10.38,19,False,36.48205787075904,604.1320275303412
2026-07-27,MBOZ,PRDP,supramax,10.4,18,False,40.65949224626191,590.5494021903468
2026-07-28,MBOZ,PRDP,supramax,10.45,15,False,37.85952393262311,601.2855648948844
2026-07-29,MBOZ,PRDP,supramax,10.34,17,False,41.91411370325671,598.5653992424559
2026-07-30,MBOZ,PRDP,supramax,10.39,22,False,40.27281983280598,594.723535194014
2026-07-31,MBOZ,PRDP,supramax,10.41,19,False,35.96785960973265,592.4016250797421
2026-08-01,MBOZ,PRDP,supramax,10.29,15,False,35.702162176300114,591.3760152049913
2026-08-02,MBOZ,PRDP,supramax,10.41,18,False,39.86510348541193,597.1680706402101
2026-08-03,MBOZ,PRDP,supramax,10.42,20,False,34.74127847596774,597.9523549850487
2026-08-04,MBOZ,PRDP,supramax,10.39,20,False,34.77559201933879,604.0454070578761
2026-08-05,MBOZ,PRDP,supramax,10.41,15,False,39.81402234323106,604.1948689606772
2026-08-06,MBOZ,PRDP,supramax,10.3,20,False,38.82284764281512,590.0367373357907
2026-08-07,MBOZ,PRDP,supramax,10.36,22,False,39.79078100671377,596.287682212372
2026-08-08,MBOZ,PRDP,supramax,10.34,15,False,36.07806704663074,590.3575494999792
2026-08-09,MBOZ,PRDP,supramax,10.46,19,False,36.630832894832466,604.4024563972238
2026-08-10,MBOZ,PRDP,supramax,10.38,21,False,40.452734167259926,591.6107306566809
2026-08-11,MBOZ,PRDP,supramax,10.36,18,False,36.798747389335006,597.0079096362315
2026-08-12,MBOZ,PRDP,supramax,10.4,21,True,35.90082503443543,592.6110329165961
2026-08-13,MBOZ,PRDP,supramax,10.32,17,False,39.29879484114047,593.3030603301106
2026-08-14,MBOZ,PRDP,supramax,10.43,15,False,40.931551384722454,597.3850697639795
2026-08-15,MBOZ,PRDP,supramax,10.39,18,False,35.45729726912189,601.182972930123
2026-08-16,MBOZ,PRDP,supramax,10.36,18,False,39.52930560551911,598.587394293051
2026-08-17,MBOZ,PRDP,supramax,10.4,22,True,35.940601628836156,597.1322958016715
2026-08-18,MBOZ,PRDP,supramax,10.43,21,False,39.61956083851001,596.2747820959687
2026-08-19,MBOZ,PRDP,supramax,10.45,18,False,38.216767887552535,603.0999230230308
2026-08-20,MBOZ,PRDP,supramax,10.41,22,False,36.37628346077054,594.5729001773104
2026-08-21,MBOZ,PRDP,supramax,10.44,17,False,39.565329408690495,602.2016686875464
2026-08-22,MBOZ,PRDP,supramax,10.38,21,False,40.116570986457056,602.1285920783046
2026-08-23,MBOZ,PRDP,supramax,10.38,16,False,38.24204788403343,601.9466955334798
2026-08-24,MBOZ,PRDP,supramax,10.33,21,True,38.407338400425516,596.284182771368
2026-08-25,MBOZ,PRDP,supramax,10.37,20,False,34.066401670102444,594.7820821182446
2026-08-26,MBOZ,PRDP,supramax,10.43,18,True,39.20702121337911,597.2191833483654
2026-08-27,MBOZ,PRDP,supramax,10.38,17,False,41.21435249410476,594.4580397001871
2026-08-28,MBOZ,PRDP,supramax,10.4,18,False,38.907919358722076,590.8985661791227
2026-07-24,MBOZ,VIZG,capesize,7.01,13,False,37.707958231490096,593.8635192052556
2026-07-25,MBOZ,VIZG,capesize,7.06,14,False,39.57322774417591,594.0985116216818
2026-07-26,MBOZ,VIZG,capesize,7.03,14,False,37.075995770629504,604.1320275303412
2026-07-27,MBOZ,VIZG,capesize,7.05,13,False,41.51664140996686,590.5494021903468
2026-07-28,MBOZ,VIZG,capesize,7.08,12,False,36.28795225630257,601.2855648948844
2026-07-29,MBOZ,VIZG,capesize,7.01,11,False,39.4986422522657,598.5653992424559
2026-07-30,MBOZ,VIZG,capesize,7.04,14,False,35.4807096952104,594.723535194014
2026-07-31,MBOZ,VIZG,capesize,7.06,13,False,39.83457943103322,592.4016250797421
2026-08-01,MBOZ,VIZG,capesize,6.98,14,False,40.905679057270795,591.3760152049913
2026-08-02,MBOZ,VIZG,capesize,7.06,14,False,40.02612484105406,597.1680706402101
2026-08-03,MBOZ,VIZG,capesize,7.07,12,False,38.17231487764397,597.9523549850487
2026-08-04,MBOZ,VIZG,capesize,7.04,15,False,36.158348411517295,604.0454070578761
2026-08-05,MBOZ,VIZG,capesize,7.06,15,True,41.37335670839525,604.1948689606772
2026-08-06,MBOZ,VIZG,capesize,6.99,13,False,34.092147958310605,590.0367373357907
2026-08-07,MBOZ,VIZG,capesize,7.03,15,False,39.939413807032224,596.287682212372
2026-08-08,MBOZ,VIZG,capesize,7.01,10,False,40.55234419623639,590.3575494999792
2026-08-09,MBOZ,VIZG,capesize,7.09,11,False,36.25392773818394,604.4024563972238
2026-08-10,MBOZ,VIZG,capesize,7.04,11,False,38.03128719823826,591.6107306566809
2026-08-11,MBOZ,VIZG,capesize,7.03,10,False,37.05973320249713,597.0079096362315
2026-08-12,MBOZ,VIZG,capesize,7.06,15,False,38.88799233237398,592.6110329165961
2026-08-13,MBOZ,VIZG,capesize,7.0,15,False,37.1821254319689,593.3030603301106
2026-08-14,MBOZ,VIZG,capesize,7.07,15,False,41.38107301446041,597.3850697639795
2026-08-15,MBOZ,VIZG,capesize,7.05,13,False,39.80129791817657,601.182972930123
2026-08-16,MBOZ,VIZG,capesize,7.03,12,False,36.2462066549546,598.587394293051
2026-08-17,MBOZ,VIZG,capesize,7.05,15,False,36.5093218823575,597.1322958016715
2026-08-18,MBOZ,VIZG,capesize,7.07,12,False,35.32707048254314,596.2747820959687
2026-08-19,MBOZ,VIZG,capesize,7.09,15,False,39.03218872318483,603.0999230230308
2026-08-20,MBOZ,VIZG,capesize,7.06,10,False,41.77568206710165,594.5729001773104
2026-08-21,MBOZ,VIZG,capesize,7.08,11,False,35.40842955400959,602.2016686875464
2026-08-22,MBOZ,VIZG,capesize,7.04,11,False,38.07884837845269,602.1285920783046
2026-08-23,MBOZ,VIZG,capesize,7.04,15,False,34.899693191367106,601.9466955334798
2026-08-24,MBOZ,VIZG,capesize,7.0,13,True,34.831824595137384,596.284182771368
2026-08-25,MBOZ,VIZG,capesize,7.03,11,False,37.56399908476985,594.7820821182446
2026-08-26,MBOZ,VIZG,capesize,7.07,11,False,34.37133814855633,597.2191833483654
2026-08-27,MBOZ,VIZG,capesize,7.04,13,False,34.13808085519855,594.4580397001871
2026-08-28,MBOZ,VIZG,capesize,7.05,12,True,35.53448350613175,590.8985661791227
2026-07-24,MBOZ,VIZG,handysize,13.95,13,False,37.707958231490096,593.8635192052556
2026-07-25,MBOZ,VIZG,handysize,14.04,14,False,39.57322774417591,594.0985116216818
2026-07-26,MBOZ,VIZG,handysize,14.01,14,False,37.075995770629504,604.1320275303412
2026-07-27,MBOZ,VIZG,handysize,14.03,13,False,41.51664140996686,590.5494021903468
2026-07-28,MBOZ,VIZG,handysize,14.09,12,False,36.28795225630257,601.2855648948844
2026-07-29,MBOZ,VIZG,handysize,13.94,11,False,39.4986422522657,598.5653992424559
2026-07-30,MBOZ,VIZG,handysize,14.02,14,False,35.4807096952104,594.723535194014
2026-07-31,MBOZ,VIZG,handysize,14.04,13,False,39.83457943103322,592.4016250797421
2026-08-01,MBOZ,VIZG,handysize,13.88,14,False,40.905679057270795,591.3760152049913
2026-08-02,MBOZ,VIZG,handysize,14.05,14,False,40.02612484105406,597.1680706402101
2026-08-03,MBOZ,VIZG,handysize,14.07,12,False,38.17231487764397,597.9523549850487
2026-08-04,MBOZ,VIZG,handysize,14.02,15,False,36.158348411517295,604.0454070578761
2026-08-05,MBOZ,VIZG,handysize,14.05,15,True,41.37335670839525,604.1948689606772
2026-08-06,MBOZ,VIZG,handysize,13.9,13,False,34.092147958310605,590.0367373357907
2026-08-07,MBOZ,VIZG,handysize,13.98,15,False,39.939413807032224,596.287682212372
2026-08-08,MBOZ,VIZG,handysize,13.94,10,False,40.55234419623639,590.3575494999792
2026-08-09,MBOZ,VIZG,handysize,14.11,11,False,36.25392773818394,604.4024563972238
2026-08-10,MBOZ,VIZG,handysize,14.0,11,False,38.03128719823826,591.6107306566809
2026-08-11,MBOZ,VIZG,handysize,13.98,10,False,37.05973320249713,597.0079096362315
2026-08-12,MBOZ,VIZG,handysize,14.04,15,False,38.88799233237398,592.6110329165961
2026-08-13,MBOZ,VIZG,handysize,13.92,15,False,37.1821254319689,593.3030603301106
2026-08-14,MBOZ,VIZG,handysize,14.08,15,False,41.38107301446041,597.3850697639795
2026-08-15,MBOZ,VIZG,handysize,14.03,13,False,39.80129791817657,601.182972930123
2026-08-16,MBOZ,VIZG,handysize,13.99,12,False,36.2462066549546,598.587394293051
2026-08-17,MBOZ,VIZG,handysize,14.03,15,False,36.5093218823575,597.1322958016715
2026-08-18,MBOZ,VIZG,handysize,14.07,12,False,35.32707048254314,596.2747820959687
2026-08-19,MBOZ,VIZG,handysize,14.1,15,False,39.03218872318483,603.0999230230308
2026-08-20,MBOZ,VIZG,handysize,14.04,10,False,41.77568206710165,594.5729001773104
2026-08-21,MBOZ,VIZG,handysize,14.08,11,False,35.40842955400959,602.2016686875464
2026-08-22,MBOZ,VIZG,handysize,14.01,11,False,38.07884837845269,602.1285920783046
2026-08-23,MBOZ,VIZG,handysize,14.01,15,False,34.899693191367106,601.9466955334798
2026-08-24,MBOZ,VIZG,handysize,13.94,13,True,34.831824595137384,596.284182771368
2026-08-25,MBOZ,VIZG,handysize,13.99,11,False,37.56399908476985,594.7820821182446
2026-08-26,MBOZ,VIZG,handysize,14.07,11,False,34.37133814855633,597.2191833483654
2026-08-27,MBOZ,VIZG,handysize,14.01,13,False,34.13808085519855,594.4580397001871
2026-08-28,MBOZ,VIZG,handysize,14.04,12,True,35.53448350613175,590.8985661791227
2026-07-24,MBOZ,VIZG,panamax,9.38,13,False,37.707958231490096,593.8635192052556
2026-07-25,MBOZ,VIZG,panamax,9.45,14,False,39.57322774417591,594.0985116216818
2026-07-26,MBOZ,VIZG,panamax,9.42,14,False,37.075995770629504,604.1320275303412
2026-07-27,MBOZ,VIZG,panamax,9.44,13,False,41.51664140996686,590.5494021903468
2026-07-28,MBOZ,VIZG,panamax,9.48,12,False,36.28795225630257,601.2855648948844
2026-07-29,MBOZ,VIZG,panamax,9.38,11,False,39.4986422522657,598.5653992424559
2026-07-30,MBOZ,VIZG,panamax,9.43,14,False,35.4807096952104,594.723535194014
2026-07-31,MBOZ,VIZG,panamax,9.45,13,False,39.83457943103322,592.4016250797421
2026-08-01,MBOZ,VIZG,panamax,9.34,14,False,40.905679057270795,591.3760152049913
2026-08-02,MBOZ,VIZG,panamax,9.46,14,False,40.02612484105406,597.1680706402101
2026-08-03,MBOZ,VIZG,panamax,9.46,12,False,38.17231487764397,597.9523549850487
2026-08-04,MBOZ,VIZG,panamax,9.43,15,False,36.158348411517295,604.0454070578761
2026-08-05,MBOZ,VIZG,panamax,9.45,15,True,41.37335670839525,604.1948689606772
2026-08-06,MBOZ,VIZG,panamax,9.35,13,False,34.092147958310605,590.0367373357907
2026-08-07,MBOZ,VIZG,panamax,9.41,15,False,39.939413807032224,596.287682212372
2026-08-08,MBOZ,VIZG,panamax,9.39,10,False,40.55234419623639,590.3575494999792
2026-08-09,MBOZ,VIZG,panamax,9.5,11,False,36.25392773818394,604.4024563972238
2026-08-10,MBOZ,VIZG,panamax,9.43,11,False,38.03128719823826,591.6107306566809
2026-08-11,MBOZ,VIZG,panamax,9.41,10,False,37.05973320249713,597.0079096362315
2026-08-12,MBOZ,VIZG,panamax,9.45,15,False,38.88799233237398,592.6110329165961
2026-08-13,MBOZ,VIZG,panamax,9.36,15,False,37.1821254319689,593.3030603301106
2026-08-14,MBOZ,VIZG,panamax,9.47,15,False,41.38107301446041,597.3850697639795
2026-08-15,MBOZ,VIZG,panamax,9.44,13,False,39.80129791817657,601.182972930123
2026-08-16,MBOZ,VIZG,panamax,9.41,12,False,36.2462066549546,598.587394293051
2026-08-17,MBOZ,VIZG,panamax,9.44,15,False,36.5093218823575,597.1322958016715
2026-08-18,MBOZ,VIZG,panamax,9.47,12,False,35.32707048254314,596.2747820959687
2026-08-19,MBOZ,VIZG,panamax,9.49,15,False,39.03218872318483,603.0999230230308
2026-08-20,MBOZ,VIZG,panamax,9.45,10,False,41.77568206710165,594.5729001773104
2026-08-21,MBOZ,VIZG,panamax,9.47,11,False,35.40842955400959,602.2016686875464
2026-08-22,MBOZ,VIZG,panamax,9.42,11,False,38.07884837845269,602.1285920783046
2026-08-23,MBOZ,VIZG,panamax,9.42,15,False,34.899693191367106,601.9466955334798
2026-08-24,MBOZ,VIZG,panamax,9.37,13,True,34.831824595137384,596.284182771368
2026-08-25,MBOZ,VIZG,panamax,9.42,11,False,37.56399908476985,594.7820821182446
2026-08-26,MBOZ,VIZG,panamax,9.47,11,False,34.37133814855633,597.2191833483654
2026-08-27,MBOZ,VIZG,panamax,9.42,13,False,34.13808085519855,594.4580397001871
2026-08-28,MBOZ,VIZG,panamax,9.44,12,True,35.53448350613175,590.8985661791227
2026-07-24,MBOZ,VIZG,supramax,10.25,13,False,37.707958231490096,593.8635192052556
2026-07-25,MBOZ,VIZG,supramax,10.32,14,False,39.57322774417591,594.0985116216818
2026-07-26,MBOZ,VIZG,supramax,10.29,14,False,37.075995770629504,604.1320275303412
2026-07-27,MBOZ,VIZG,supramax,10.31,13,False,41.51664140996686,590.5494021903468
2026-07-28,MBOZ,VIZG,supramax,10.36,12,False,36.28795225630257,601.2855648948844
2026-07-29,MBOZ,VIZG,supramax,10.25,11,False,39.4986422522657,598.5653992424559
2026-07-30,MBOZ,VIZG,supramax,10.3,14,False,35.4807096952104,594.723535194014
2026-07-31,MBOZ,VIZG,supramax,10.32,13,False,39.83457943103322,592.4016250797421
2026-08-01,MBOZ,VIZG,supramax,10.21,14,False,40.905679057270795,591.3760152049913
2026-08-02,MBOZ,VIZG,supramax,10.33,14,False,40.02612484105406,597.1680706402101
2026-08-03,MBOZ,VIZG,supramax,10.34,12,False,38.17231487764397,597.9523549850487
2026-08-04,MBOZ,VIZG,supramax,10.3,15,False,36.158348411517295,604.0454070578761
2026-08-05,MBOZ,VIZG,supramax,10.33,15,True,41.37335670839525,604.1948689606772
2026-08-06,MBOZ,VIZG,supramax,10.22,13,False,34.092147958310605,590.0367373357907
2026-08-07,MBOZ,VIZG,supramax,10.28,15,False,39.939413807032224,596.287682212372
2026-08-08,MBOZ,VIZG,supramax,10.25,10,False,40.55234419623639,590.3575494999792
2026-08-09,MBOZ,VIZG,supramax,10.37,11,False,36.25392773818394,604.4024563972238
2026-08-10,MBOZ,VIZG,supramax,10.29,11,False,38.03128719823826,591.6107306566809
2026-08-11,MBOZ,VIZG,supramax,10.28,10,False,37.05973320249713,597.0079096362315
2026-08-12,MBOZ,VIZG,supramax,10.32,15,False,38.88799233237398,592.6110329165961
2026-08-13,MBOZ,VIZG,supramax,10.23,15,False,37.1821254319689,593.3030603301106
2026-08-14,MBOZ,VIZG,supramax,10.34,15,False,41.38107301446041,597.3850697639795
2026-08-15,MBOZ,VIZG,supramax,10.31,13,False,39.80129791817657,601.182972930123
2026-08-16,MBOZ,VIZG,supramax,10.28,12,False,36.2462066549546,598.587394293051
2026-08-17,MBOZ,VIZG,supramax,10.31,15,False,36.5093218823575,597.1322958016715
2026-08-18,MBOZ,VIZG,supramax,10.35,12,False,35.32707048254314,596.2747820959687
2026-08-19,MBOZ,VIZG,supramax,10.37,15,False,39.03218872318483,603.0999230230308
2026-08-20,MBOZ,VIZG,supramax,10.32,10,False,41.77568206710165,594.5729001773104
2026-08-21,MBOZ,VIZG,supramax,10.35,11,False,35.40842955400959,602.2016686875464
2026-08-22,MBOZ,VIZG,supramax,10.3,11,False,38.07884837845269,602.1285920783046
2026-08-23,MBOZ,VIZG,supramax,10.29,15,False,34.899693191367106,601.9466955334798
2026-08-24,MBOZ,VIZG,supramax,10.24,13,True,34.831824595137384,596.284182771368
2026-08-25,MBOZ,VIZG,supramax,10.29,11,False,37.56399908476985,594.7820821182446
2026-08-26,MBOZ,VIZG,supramax,10.34,11,False,34.37133814855633,597.2191833483654
2026-08-27,MBOZ,VIZG,supramax,10.29,13,False,34.13808085519855,594.4580397001871
2026-08-28,MBOZ,VIZG,supramax,10.32,12,True,35.53448350613175,590.8985661791227
2026-07-24,NCWL,DHMR,capesize,7.85,9,False,4.33342669803905,593.8635192052556
2026-07-25,NCWL,DHMR,capesize,7.9,8,False,5.192194083477754,594.0985116216818
2026-07-26,NCWL,DHMR,capesize,7.88,6,False,5.611347102856403,604.1320275303412
2026-07-27,NCWL,DHMR,capesize,7.9,6,False,5.541769655430951,590.5494021903468
2026-07-28,NCWL,DHMR,capesize,7.93,10,False,5.205921313951501,601.2855648948844
2026-07-29,NCWL,DHMR,capesize,7.85,9,False,5.616163349370973,598.5653992424559
2026-07-30,NCWL,DHMR,capesize,7.89,7,False,5.532287872061721,594.723535194014
2026-07-31,NCWL,DHMR,capesize,7.9,8,False,4.347163971348193,592.4016250797421
2026-08-01,NCWL,DHMR,capesize,7.81,6,False,5.9187131473059145,591.3760152049913
2026-08-02,NCWL,DHMR,capesize,7.91,9,False,5.5874020293043385,597.1680706402101
2026-08-03,NCWL,DHMR,capesize,7.91,10,False,5.874635548751755,597.9523549850487
2026-08-04,NCWL,DHMR,capesize,7.89,9,False,4.490258566369051,604.0454070578761
2026-08-05,NCWL,DHMR,capesize,7.91,9,False,5.741916617840067,604.1948689606772
2026-08-06,NCWL,DHMR,capesize,7.82,10,False,5.799947841781465,590.0367373357907
2026-08-07,NCWL,DHMR,capesize,7.87,6,False,5.566748012263,596.287682212372
2026-08-08,NCWL,DHMR,capesize,7.85,9,False,5.4915522992691965,590.3575494999792
2026-08-09,NCWL,DHMR,capesize,7.94,8,False,5.0839431738009395,604.4024563972238
2026-08-10,NCWL,DHMR,capesize,7.88,9,False,4.243024732772277,591.6107306566809
2026-08-11,NCWL,DHMR,capesize,7.87,6,False,4.613157110582904,597.0079096362315
2026-08-12,NCWL,DHMR,capesize,7.9,8,False,5.223439928173327,592.6110329165961
2026-08-13,NCWL,DHMR,capesize,7.83,9,True,5.271569028494,593.3030603301106
2026-08-14,NCWL,DHMR,capesize,7.92,7,False,5.6438932862218,597.3850697639795
2026-08-15,NCWL,DHMR,capesize,7.89,6,False,5.3970503355675365,601.182972930123
2026-08-16,NCWL,DHMR,capesize,7.87,7,False,4.518266592928761,598.587394293051
2026-08-17,NCWL,DHMR,capesize,7.89,6,False,4.6411343191430765,597.1322958016715
2026-08-18,NCWL,DHMR,capesize,7.92,6,False,4.880918278396259,596.2747820959687
2026-08-19,NCWL,DHMR,capesize,7.94,10,False,5.464585680373117,603.0999230230308
2026-08-20,NCWL,DHMR,capesize,7.9,10,False,4.844928505666745,594.5729001773104
2026-08-21,NCWL,DHMR,capesize,7.92,7,False,4.944604452855511,602.2016686875464
2026-08-22,NCWL,DHMR,capesize,7.88,7,False,4.549823695044187,602.1285920783046
2026-08-23,NCWL,DHMR,capesize,7.88,9,False,5.541652541247889,601.9466955334798
2026-08-24,NCWL,DHMR,capesize,7.84,8,False,4.511419840223336,596.284182771368
2026-08-25,NCWL,DHMR,capesize,7.87,10,False,5.091853571141134,594.7820821182446
2026-08-26,NCWL,DHMR,capesize,7.92,7,False,5.712300401244702,597.2191833483654
2026-08-27,NCWL,DHMR,capesize,7.88,9,True,5.9480308517168226,594.4580397001871
2026-08-28,NCWL,DHMR,capesize,7.9,7,False,4.679740275646801,590.8985661791227
2026-07-24,NCWL,DHMR,handysize,15.65,9,False,4.33342669803905,593.8635192052556
2026-07-25,NCWL,DHMR,handysize,15.75,8,False,5.192194083477754,594.0985116216818
2026-07-26,NCWL,DHMR,handysize,15.72,6,False,5.611347102856403,604.1320275303412
